Balls,An Le,Top,USA
Olleh,Kim Joo-sung (김주성),Support,South Korea
BoBo (Wang You-Lin),Wang You-Lin (王佑霖),Top,Taiwan
Taizan,Lin Jing-Jia (鄭偉祥),Jungle,Taiwan
Apex (Hsieh Chia-Wei),Hsieh Chia-Wei (謝家維),Mid,Taiwan
Dee,Chen Jun-Dee (陳駿迪),AD,Taiwan
Dreamer,Ceng Jian-Hong (曾建泓),Support,Taiwan
Julian,Fei Chuan-Yuan (費雋元),Top,Taiwan
Ninuo,Huang Jin-Long (黃金隆),Top,Taiwan
Wulala,Liu Sheng-Wei (柳勝瑋),Jungle,Taiwan
M1ssion,Chen Hsiao-Hsien (陳孝銜),Mid,Taiwan
Payne,Tai Hao-Chuan (戴浩全),AD,Taiwan
CorGi,Cheng Pin-Lun (程品倫),AD,Taiwan
SkuLL,Gary Ng (吳國玟),Support,Hong Kong
Kaiwing,Ling Kai Wing (凌啟榮),Support,Hong Kong
Morning,Chen Kuan-Ting (陳冠廷),Top,Taiwan
Yue,Lu Tzu-Hsien (盧子賢),Top,Taiwan
REFRA1N,Chen Kuan-Ting (陳冠廷),Jungle,Taiwan
Achie,Chen Chen-Chi (陳振齊),Jungle,Taiwan
FoFo,Chu Chun-Lan (朱駿嵐),Mid,Taiwan
Bebe (Chang Bo-Wei),Chang Bo-Wei (張博為),AD,Taiwan
Lilv,Chen Chin-Han (陳縉翰),AD,Taiwan
Jay,Li Chieh (李杰),Support,Taiwan
BayBay,Wang You-Chun (王佑軍),Jungle,Taiwan
Mist,Hsu Kai-Yueh (許凱悅),Top,Taiwan
Pony,Mo Ka Wah (巫家華),Jungle,Hong Kong
SwordArT,Hu Shuo-Chieh (胡碩傑),Support,Taiwan
XiaoLiang,Wu Liang-Te (吳亮德),Top,Taiwan
Wind (Lai Chap Yin),Lai Chap Yin (賴集賢),Jungle,Hong Kong
Gear,Lam Kwok Wa (林國華),Mid,Hong Kong
Raison,Jeong Soo-bin (정수빈),AD,South Korea
BeBe (Chang Bo-Wei),Chang Bo-Wei (張博為),AD,Taiwan
Vayn3z,Chen Han (陳翰),Top,Taiwan
PaSa,Lo Hung Sing (羅鴻盛),Mid,Hong Kong
Breaker,Shih Yueh-Ting (施岳廷),AD,Taiwan
K,Ko Kai-Sheng (柯凱盛),Top/Jungle/Mid,Taiwan
Benny (Lien Hsiu-Chi),Lien Hsiu-Chi (連修琪),Jungle,Taiwan
Zor,Wu Chu-Yung (吳居勇),Mid,Taiwan
Rain (Liu Min-Hung),Liu Min-Hung (劉玟宏),Support,Taiwan
InTreso,Sanpett Marat,Top,Thailand
Sek,Jakkid Kinbai,Top,Thailand
007x,Chayut Suebka,Jungle,Thailand
G4,Nuttapong Menkasikan,Mid,Thailand
Lloyd,Juckkirsts Kongubon,AD,Thailand
Moss,Sorawat Boonphrom,Support,Thailand
JLC,Jaiby Paglingayen,Top,Philippines
SuEz,Zeus Lee,Jungle,Philippines
Light,Roybie Segovia,Mid,Philippines
H4T3,Josef Adrian Cabero,AD,Philippines
Poysanity,Jesse Florence Hieras,Support,Philippines
Oceans11,Tobias Randy Varianto,Top,Indonesia
RubeN,Ruben Sutanto,Top,Indonesia
Phoenix (Yehezkiel Patric),Yehezkiel Patric,Jungle,Indonesia
Banana (Brian Hammock),Brian Hammock,Mid,Indonesia
TheChupper,Kenny Marcelino,AD,Indonesia
Andree,Andre Culham,Support,Indonesia
13Ghost,Jasper Tan Kah Guan,Top,Malaysia
Qaspiel,Eric Sia Sze Pin,Jungle,Malaysia
OzoraVeki,Poon Kok Sing (潘国昇),Mid,Malaysia
CoolKitty,Joseph Lim Ken Zhen,AD,Malaysia
SOUPerior,Calvin Yang Quok Vern,Support,Malaysia
Row,Hoàng Duy Phương,Top,Vietnam
Jinkey,Trần Công Cam,Jungle,Vietnam
Lovida,Mai Việt Long,Mid,Vietnam
Warzone,Đoàn Văn Ngọc Sơn,Mid,Vietnam
Celebrity,Nguyễn Phước Long Hiệp,AD,Vietnam
Tsu,Lê Anh Duy,Support,Vietnam
Revive (Daniel Tan),Daniel Tan,Top,Singapore
Zancazor,Luqman Hakim,Jungle,Singapore
Arykelic,Dominic Loh,Mid,Singapore
PandaPaws,David Chua,Mid,Singapore
Mexilew,Martin Lew,AD,Singapore
Arkane,Poongundran Ranganathan,Support,Singapore
Kanon,Khenn Pragale,Top,Philippines
Tamsu,John Somollo,Jungle,Philippines
KarlCulated,Karl Duazo,Mid,Philippines
Jenvi,Jenel Hapitana,AD,Philippines
EndlessACE,Anjo Alzate,Support,Philippines
Whatthejes,Soragit Buranathanasin,Support,Thailand
Pokka,Hartanto Pokka,Mid,Indonesia
CO4,Adrian Leng Seet Hing,AD,Malaysia
HanYiAn,Trần Quang Hiệp,Jungle,Vietnam
Ly4ly4ly4,Lim Yang,Top,Singapore
BBTY,Wayne Chua Kim Han,Jungle,Singapore
Kra,Charles Teo Yao Wei,Support,Singapore
Ranger,Filipe Brombilla,Top,Brazil
Tierwulf,Sebastián Mateluna,Jungle,Chile
Rakin,Rafael Knittel,Mid,Brazil
Luskka,Lucas Rentechen,AD,Brazil
RedBert,Ygor Freitas,Support,Brazil
Dionrray,João Pedro Barbosa,Coach,Switzerland
LEP,Pedro Marcari,Top,Brazil
Minerva,Gustavo Alves,Jungle,Brazil
TinOwns,Thiago Sartori,Mid,Brazil
Pbo,Pablo Yuri,AD,Brazil
Wos,Willyan Bonpam,Support,Brazil
Djokovic,Thiago Maia,Coach,Brazil
Yang,Felipe Zhao,Top,Brazil
Revolta,Gabriel Henud,Jungle,Brazil
Tockers,Gabriel Claumann,Mid,Brazil
MicaO,Micael Rodrigues,AD,Brazil
Jockster,Luan Cardoso,Support,Brazil
Abaxial,Alexander Haibel,Coach,USA
Zantins,Luccas Zanqueta,Top,Brazil
Verto,Álvaro Martins,Top,Brazil
Danagorn,Daniel Drummond,Jungle,Brazil
Zuao,João Vitor Morais,Jungle,Brazil
Vash,Guilherme Del Buono,Mid,Brazil
Matsukaze,Pedro Gama,AD,Brazil
Verfix,Jorge Silveira,Support,Brazil
Galfi,Hugo Augusto,Coach,Brazil
Robo,Leonardo Souza,Top,Brazil
Nappon,Carlos Rücker,Jungle,Brazil
Takeshi,Murilo Alves,Mid,Brazil
EsA,Eidi Yanagimachi,AD,Japan
Baiano,Gustavo Gomes,Support,Brazil
Alocs,Leonardo Belo,Coach,Brazil
SkyBart,Mateus Neves,Top,Brazil
Turtle,Gabriel Peixoto,Jungle,Brazil
Goku,Bruno Miyaguchi,Mid,Brazil
Skyer,Felipe Gimenes,AD,Brazil
Professor,Matheus Leirião,Support,Brazil
Von,Gabriel Barbosa,Coach,Brazil
Mylon,Matheus Borges,Top,Brazil
SirT,Thúlio Carlos,Jungle,Brazil
Kami,Gabriel Santos,Mid,Brazil
TaeYeon,Rodrigo Panisa,AD,Brazil
Ziriguidun,Pedro Vilarinho,Support,Brazil
MiT,Gabriel Souza,Coach,Brazil
Eryon,Márcio Reis,Top,Brazil
Ayel,Marcelo Mello,Top,Brazil
YoDa (Felipe Noronha),Felipe Noronha,Jungle,Brazil
Brucer,Bruno Pereira,Mid,Brazil
SacyR,Gustavo Rossi,AD,Brazil
Dioud,Hugo Padioleau,Support,France
Neki,Vinícius Ghilardi,Coach,Brazil
Aoshi,Franklin Coutinho,Top,Brazil
Snowlz,Guilherme Neves,Jungle,Brazil
Transao,Rafael Mucidas,Coach,Brazil
Jukaah,Ednilson Vargas,Coach,Brazil
Theusma,Matheus Lima,AD,Brazil
EzPrince,Victor Sun,AD,Brazil
Leko,Whesley Holler,Top,Brazil
BrTT,Felipe Gonçalves,AD,Brazil
TheFoxz,Renato de Souza,AD,Brazil
Picoca,Matheus Tavares,Support,Brazil
Caos (Jonas Vriesman),Jonas Vriesman,Jungle,Brazil
Dye,Gerson Castaño,Top,Colombia
Wikko,Andrés Legarda,Jungle,Colombia
Lulos,Jack Yang Huang (黃楊噳),Mid,Taiwan
Nicomando,Nicolás Beares,AD,Uruguay
Ghinis,Fernando López,Support,Mexico
ChumpJohn,Johnson Ranta,Top,Canada
Oddie,Sebastián Niño,Jungle,Peru
Easy (Brandon Doyle),Brandon Doyle,Mid,USA
Hydra,Luca Grieco,Mid,Argentina
1an,Ian Espinosa,AD,Mexico
NerzhuL,Jorge Iván Meza,Support,Mexico
Dickma,,Support,
Porky (Gerardo Cuamea),Gerardo Cuamea,Top,Mexico
LiquidDiego,Diego Padilla,Jungle,Mexico
DCStar,Carlos Méndez,Mid,Mexico
Xpng,Iván Ortíz,AD,Mexico
Soren (Carlos Ibarra),Carlos Ibarra,Support,Mexico
Jirall,Daniel del Castillo,Top,Mexico
Thyak,Marcelo Ramones,Jungle,Mexico
Uri,Uri Schölderle,Mid,Uruguay
Seiya,Édgar Bracamontes,AD,Mexico
Arce,Diego Arce Chang,Support,Peru
Guishe,Guillermo Cárdenas,Top,Peru
Kenny (Bruno Córdova),Bruno Córdova,Jungle,Peru
FraGio,Alex Giovanne Huamán,Jungle,Peru
RhOm,Alex Chipana,Mid,Peru
Iruga,Mauricio Chambi,AD,Peru
Cygnüs,Juan Castillo,Support,Peru
XSWRD,Rubén Smith,Top,Panama
Tarzán,Fernando Mora,Jungle,Mexico
ILove,Jesús Calderón,Mid,Peru
Zeypher,Esteban Guzmán,AD,Colombia
Bismal,Michael Engelberg,Support,USA
Seboo,Sebastián Reyna,Top,Mexico
Prashant,Tomás Sosa,Top,Venezuela
Acerola,Daniel Villalobos,Jungle,Costa Rica
Rapid,Jeff McColony,Mid,Curaçao
Manu,Manuel Villa,AD,Puerto Rico
Keoo,Yair Campos,Support,Mexico
Jin (Adrià Salabert),Adrià Salabert,Top,Spain
Fr3deric,Federico Lizondo,Jungle,Spain
Leza,Francisco Jara,Mid,Mexico
EvanRL,Evan Lawson,AD,USA
Minibestia,Jesús Coll,Support,Argentina
WhiteLotus,Matías Musso,AD,Argentina
Quaker,Nicolás Lagos,Jungle,Chile
NeeDlesS,Fernando López,Support,Mexico
Voltigore,Mauricio Gutiérrez,Top,Peru
SolidSnake,Diego Vallejo,Jungle,Peru
Master Jos,José Beltrán,Mid,Bolivia
VirusFx,Guillermo Navarrete,AD,Mexico
GodDragon,Alejandro Pérez,Support,Spain
Acce,Emmanuel Juárez,Top,Argentina
Gonto,Alan Gontovnikas,Jungle,Argentina
Dinamox,Javier Korhasanoglu,Mid,Argentina
Prodigy,Agustín Juárez,AD,Argentina
Genthix,Mariano Polonsky,Support,Argentina
Buggax,Mateo Aroztegui,Top,Uruguay
Khynm,Cristian Gabriel Alonso,Jungle,Argentina
Wara,Fabián Llanos,Mid,Chile
1984,Ezequiel Ramírez,AD,Argentina
Tomex,Tomás Alloatti,Support,Argentina
Pride (Franco Sanzana),Franco Sanzana,Top,Chile
Clatos,Claudio Navarrete,Jungle,Chile
Emp,Benjamín Ramírez,Mid,Chile
Zeicro,Juan Fierro,AD,Chile
Newbie,Leandro Marcos,Support,Argentina
Helior,Felipe Pastenes,Top,Chile
Juliostito,Julio Berríos,Jungle,Chile
Primoo,Nicolás González,Mid,Chile
Regi,Juan Cruz Curto,Mid,Argentina
SZ,Daniel Gomes,AD,Brazil
Misfits (Jonathan Muñoz),Jonathan Muñoz,AD,Chile
Bear,Manuel Parrochia,Support,Chile
Nipphu,Franco Funes,Top,Argentina
Focho,Matías Porto,Jungle,Chile
Rakyz,Vicente Trautmann,Mid,Chile
Badmilk,Enrique Arbizu,Support,Argentina
MANTARRAYA,Juan Abdón,Top,Uruguay
Quakerr,Nicolás Lagos,Jungle,Chile
Megajp,Jorge Pera,Mid,Uruguay
Zealot,Rodrigo Guerrero,AD,Chile
Slow,Eduardo Garcés,Support,Chile
Le Smart,Facundo Canteros,Mid,Argentina
Otto (Otávio Rodrigues),Otávio Rodrigues,Coach,Brazil
QQMore,Diego Apablaza,Jungle,Chile
Ukkyr,Markus Leuemberger,Coach,Argentina
Element,Arlindo Leal Neto,Top,Brazil
Plugo,Joaquín Pérez,Mid,Chile
Spotted,Carlos Ibáñez,AD,Chile
BearJew,Manuel Parrochia,Support,Chile
Piroxz,Luis Chavez,Coach,Brazil
Wardz,Jonathan Grispo,Jungle,Argentina
LilSainity,Daniel Fernández,Coach,Cuba
Yaltz,Evandro de Cerqueira,Coach,Brazil
Xyraz,Gustav Blomkvist,Top,Sweden
Rawbin IV,Robin Eggenberger,Jungle,Sweden
Immortoru,Furkan Tekeş,Mid,Turkey
Ruvelius,Mustafa Berk Baraklı,AD,Turkey
Hibiki,Burak Eryol,Support,Turkey
Panky (Uğur Taş),Uğur Taş,Top,Turkey
Astarte (Görkem Öztürk),Görkem Öztürk,Jungle,Turkey
LEYL Ü NEHAR,Cüneyt Kocaayan,Mid,Turkey
Madness,Gökhan Uçar,AD,Turkey
Cognac,Ömer Faruk Ünsal,Support,Turkey
Elwind,Kaan Atıcı,Top,Turkey
Crystal,Atakan Aydın,Jungle,Turkey
Lukezy,Luka Trumbić,Mid,Croatia
Zeitnot,Berkay Aşıkuzun,AD,Turkey
Denden,Dennis Bui,Support,Norway
Abaria,Bogusław Dobryniewski,Mid,Poland
Arphan,Arphan Omar,Support,Germany
Marshall,Yiğit Kırdök,Top,Turkey
Trixucator,Mehmet Furkan Çoruk,Jungle,Turkey
Hatrixx,Jørgen Elgåen,Mid,Norway
Revanche,Hakan İşlek,AD,Turkey
Visdom,Benjamin Larsen,Support,Denmark
Âprox,Sezer Musluoğlu,Top,Turkey
Muscle,Deniz Ünal,Jungle,Turkey
KonDziSan,Konrad Sopata,Jungle,Poland
Elysion,Sergen Dikel,Mid,Turkey
KillerEs,Arda Subaşı,AD,Turkey
Swanepoel,Doğu Yavuz,Support,Turkey
Rydle,Fernando Soria,Support,Spain
Thaldrin,Berke Demir,Top,Turkey
FabFabulous,Asım Cihat Karakaya,Top,Turkey
Stomaged,Furkan Güngör,Jungle,Turkey
Naru,Koray Bıçak,Mid,Turkey
Achuu,Nicolaj Ellesgaard,AD,Denmark
Dumbledoge,Mustafa Kemal Gökseloğlu,Support,Turkey
Hioss,Emircan Hazar,Top,Turkey
Kanani,Lamine-Lounis Khouani,Jungle,Algeria
Avenuee,Mustafa Atalay,Mid,Germany
DarkSide,Alejandro Oyonate,AD,Spain
Zergsting,Onur Ünalan,Support,Turkey
Fencer,Choi Sung-won (최성원),Top,South Korea
Reach (Lee Joo-won),Lee Joo-won (이주원),Jungle,South Korea
LongB,Serkan Ülkücü,Mid,Turkey
Kazze,Ekin Tire,AD,Turkey
Un1tback,İshak Yılmaz,Support,Turkey
Scarface,Daniel Aitbelkacem,Top,Germany
Rawbin,Robin Eggenberger,Jungle,Sweden
Tracer,Joakim Torstensson,Jungle,Sweden
Kadir,Kadircan Mumcuoğlu,Jungle,Netherlands
Sedrion,Tarik Holz,AD,Germany
Rogu,Burak Eryol,Support,Turkey
Sigma,Brent de Laet,Jungle,Belgium
Darlik,Aymeric Garçon,Top,France
Rare,Taner Levendoğlu,Top,Turkey
Wickd,Mike Petersen,Top,Denmark
Clongwen,Melih Bozkurt,Jungle,Turkey
Föur,Stanimir Penchev,Jungle,Bulgaria
React,Mert Gül,Mid,Turkey
Padden,Ege Acar,AD,Turkey
Corpse,Mehmet Turgut Aksel,Support,Turkey
Xerxe,Andrei Dragomir,Jungle,Romania
Caps,Rasmus Winther,Mid,Denmark
Trix,Mehmet Furkan Çoruk,Jungle,Turkey
Godbro,Dan Van Vo,Mid,Denmark
HolyPhoenix,Anıl Işık,AD,Turkey
Achuu Çöp,Nicolaj Ellesgaard,AD,Denmark
Nardeus,Tomáš Maršálek,AD,Czech Republic
Unknown,Marcin Kubicki,Top,Poland
Malaz,Malaz Khodier,Top,United Arab Emirates
Raintear,Rain Shang,Top,
Chelby,Bradley Williams,Jungle,New Zealand
Wrekt,Jesse Mikić,Mid,Australia
Triple,Stephen Li,Mid,Australia
Destiny (Mitchell Shaw),Mitchell Shaw,AD,Australia
Stark (Jason Au),Jason Au,AD,Australia
Blindturkey,Joshua Patrizi,Support,Australia
Sharp,Curtis Morgan,Top,Australia
Rippii,Nathan Mott,Jungle,Australia
Sybol (Lachlan Civil),Lachlan Civil,Jungle,Australia
Phantiks,Richard Su,Mid,Australia
Raes,Quin Korebrits,AD,New Zealand
Cuden,Mike Le,Support,Australia
Ryoo,Ryoo Tae-hyung (류태형),Top,South Korea
Cookie,Choi Byeong-kook (최병국),Jungle,South Korea
SoulStrikes,Luchio Park,Jungle,South Korea
Bomb,Park Beom (박범),Mid,South Korea
Frae,Leon Lee,AD,Australia
Denian,James Goddard,Support,Australia
Jakattack,Jack Gifford,Top,New Zealand
Seb,Sebastian de Ceglie,Jungle,Italy
Midbeast,Drew Timbs,Mid,Australia
Stealthix,Nicholas Tian,AD,Australia
Wiffle,Steven Knights,Support,Australia
Yuzuki,Damian Tu,Support,Australia
Mallek,Lawrence David,Support,Australia
Tallywhacka,James Shute,Top,Australia
Carbon,Tim Wendel,Jungle,Australia
ChuChuZ,Aaron Bland,Mid,Australia
K1ng,Calvin Truong,AD,Australia
Straawbella,Isabella Chan,Support,Australia
Regret9,Curtis Schembri,Support,Australia
Chippys,Ryan Short,Top,New Zealand
Juves,Brandon Defina,Jungle,Australia
RYmeister,Jason Ryan,Mid,Australia
Cardrid,Harry Archer,AD,Australia
Rogue (Jake Sharwood),Jake Sharwood,Support,Australia
Swip3rR,Brandon Holland,Top,Australia
Spookz,Samuel Broadley,Jungle,Australia
Cheese,Daniel Brown,Mid,Australia
Swiffer,Simon Papamarkos,Mid,Australia
Raydere,Derek Trang,AD,Australia
EGym,Bryce Paule,Support,Australia
Pacman,Zach Bayne,Top,New Zealand
Impaired,Elliot Capell,Jungle,Australia
Bma,Brendan Ma,Mid,Australia
Wzrd,Joshua Russell,Mid,Australia
Edition,Patrick Nguyen,AD,Australia
Jayke,Jayke Paulsen,Support,Australia
Looch,Carlo La Civita,Mid,Australia
Squidgy,Alex Trott,AD,Australia
Raid,Julian Skordos,AD,Australia
Tgun,Bradley Seymour,Support,Australia
Paradise,Zhi Xiao (植晓),Top,China
Survivalone,Christopher Yin,Top,Guadeloupe
DDD,Zhenhon Luo,Top,China
Chenyboy,James Chen,AD,Australia
Sybol,Lachlan Civil,Jungle,Australia
Luna (Josh Allen),Josh Allen,Support,United Kingdom
Tally,James Shute,Top,Australia
Kulo,Kurwa Khamis,Top,Australia
Minkywhale,An Viet Trinh,Top,Australia
Skwiggle,Elliot Charters,Top,Australia
DanDayn,Daniel Yow,Jungle,New Zealand
Raps,Aaron Tran,AD,Australia
SazaHu,Lee Dong-hyun (이동현),Top,South Korea
Praedyth,Mark Lewis,Top,Australia
Zahe,Michael Dunn,Jungle,Australia
Omni,Thomas Trinh Dung,Mid,New Caledonia
Lost,Lawrence Hui,AD,New Zealand
Rosey,Andrew Rose,Support,Australia
Smurf (Dmitri Ivanov),Dmitri Ivanov,Top,Russia
PvPStejos,Alexander Glazkov,Jungle,Ukraine
Kira,Mykhailo Harmash,Mid,Ukraine
AMiracle,Vladislav Scherbyna,AD,Ukraine
Likkrit,Kirill Malofeyev,Support,Russia
Zvene,Simon Svensson,Top,Sweden
Lasagna,Ilya Melkumov,Jungle,Russia
Saulius,Saulius Lukošius,Mid,Lithuania
VincentVega,Egor Medvedev,AD,Russia
Skash,Arthur Ermolaev,Support,Russia
FIRees,Ivan Silantiev,Top,Russia
DimaJke,Dmitrii Gushcha,Jungle,Russia
Bebe (Friedrich Knaub),Friedrich Knaub,Mid,Kazakhstan
Starscream,Valentin Zimakov,AD,Russia
SaZeD,Fabian Kehr,Support,Germany
Ekka,Anton Shestakov,Mid,Russia
H4rdeath,Nikita Bely,Top,Russia
Resu,Sergei Ursulov,Top,Russia
Punisher,Nikita Lavrinov,Jungle,Russia
Flashy,Yury Shilenkov,Mid,Russia
Dayruin,Boris Sherbakov,AD,Russia
Gemp,Igor Aksenov,Support,Russia
JustNo0b,Yegor Erokhin,Top,Russia
Mumus100,Szépvölgyi Márió,Top,Hungary
Paranoia,Ivan Tipuhov,Mid,Ukraine
BULBAZABP,Andrey Solokhov,AD,Ukraine
SaNTaS,Aleksandr Lifashin,Support,Russia
Ques,Roman Generalov,Top,Russia
Neiman,Sergey Lashevskiy,Jungle,Russia
Kimi,Ilja Kolosov,Jungle,Latvia
Marker,Mark Djyakov,Mid,Russia
Blasting,Daniel Kudrin,AD,Latvia
Antariys,Vladislav Smorodin,Support,Russia
Lord ZaK,Dmitrii Kulkin,Top,Russia
Symphony,Aleksey Tyunin,Jungle,Russia
Piter Pokir,Victor Pachkunov,Mid,Russia
Ekd,Sebastian Wikström,AD,Sweden
Raxxo,Oskar Bazydło,Support,Poland
NoNholy,Alexandr Ovchinnikov,Top,Russia
Doxy,Rafael Adl Zarabi,Top,Denmark
Zanzarah,Nikolay Akatov,Jungle,Russia
Drobovik123,Evgeniy Belousov,Mid,Russia
Tauren,Igor Titov,AD,Russia
WildHeart,Roman Maximchyuk,Support,Ukraine
BloodFenix,Alexander Hallberg,Top,Sweden
Babunia,Bartosz Dzikowski,Jungle,Poland
Fomko,Anton Fomkin,Mid,Russia
LeX,Alexei Kitsak,AD,"Moldova, Republic of"
Archie (Vyacheslav Egorov),Vyacheslav Egorov,Support,Russia
Aoi Haru,Kirill Kolupaev,Top,Russia
NikSar,Valentin Zimakov,AD,Russia
Tornell,Christoffer Tornell,Top,Sweden
Ferit,Ferit Keçelioğlu,Jungle,France
Svikter,Viktor Lindén,Jungle,Sweden
Unstop,Vitaly Pantak,AD,Russia
GetCrazy,Oleg Kohanyuk,Support,Russia
Voyna,Alex Halenko,AD,Ukraine
Stierlitz,Maxim Isaev,AD,Russia
StarForgerZak,Dmitrii Kulkin,Top,Russia
DoubleAiM,Aleksa Stanković,Jungle,Serbia
Bonjour,Kirill Nazarov,Support,Russia
Ritix,Rytis Lekstutis,AD,Lithuania
XDSMILEY,Ludvig Granquist,AD,Sweden
GreenTea,Tsai Shang-Ching (蔡尚精),Coach,Taiwan
Ansva,Konstantin Chanchikov,Coach,Russia
RapidStar,Jung Min-sung (정민성),Coach,South Korea
Fluidwind,Shih Yi-Hao (史益豪),Coach,Taiwan
BaeMe,Kang Yang-hyun (강양현),Mid,South Korea
Kezman,Son Dae-young (손대영),Coach,South Korea
NoFe,Jeong No-chul (정노철),Coach,South Korea
Fly (Kim Sang-chul),Kim Sang-chul (김상철),Coach,South Korea
Edgar,Choi Woo-beom (최우범),Coach,South Korea
KkOma,Kim Jeong-gyun (김정균),Coach,South Korea
